id,heuristique_prédite,heuristique_réelle,succès
8734,Greedy Independent Cover,Greedy Independent Cover,True
8735,Greedy Independent Cover,Greedy Independent Cover,True
8736,Greedy Independent Cover,Greedy Independent Cover,True
8737,Greedy Independent Cover,Greedy Independent Cover,True
8738,Greedy Independent Cover,Greedy Independent Cover,True
8739,Greedy Independent Cover,Greedy Independent Cover,True
8740,Greedy Independent Cover,Greedy Independent Cover,True
8742,Greedy Independent Cover,Greedy Independent Cover,True
8743,Greedy Independent Cover,Greedy Independent Cover,True
8744,Greedy Independent Cover,Greedy Independent Cover,True
8745,Greedy Independent Cover,Greedy Independent Cover,True
8746,Greedy Independent Cover,Greedy Independent Cover,True
8747,Greedy Independent Cover,Greedy Independent Cover,True
8748,Greedy Independent Cover,Greedy Independent Cover,True
8749,Greedy Independent Cover,Greedy Independent Cover,True
8750,Greedy Independent Cover,Greedy Independent Cover,True
8751,Greedy Independent Cover,Greedy Independent Cover,True
8752,Greedy Independent Cover,Greedy Independent Cover,True
8753,Greedy Independent Cover,Greedy Independent Cover,True
8754,Greedy Independent Cover,Greedy Independent Cover,True
8755,Greedy Independent Cover,Greedy Independent Cover,True
8756,Greedy Independent Cover,Greedy Independent Cover,True
8757,Greedy Independent Cover,Greedy Independent Cover,True
8758,Greedy Independent Cover,Greedy Independent Cover,True
8761,Greedy Independent Cover,Greedy Independent Cover,True
8762,Greedy Independent Cover,Greedy Independent Cover,True
8763,Greedy Independent Cover,Greedy Independent Cover,True
8764,Greedy Independent Cover,Greedy Independent Cover,True
8765,Greedy Independent Cover,Greedy Independent Cover,True
8766,Greedy Independent Cover,Greedy Independent Cover,True
8767,Greedy Independent Cover,Greedy Independent Cover,True
8768,Greedy Independent Cover,Greedy Independent Cover,True
8769,Greedy Independent Cover,Greedy Independent Cover,True
8770,Greedy Independent Cover,Greedy Independent Cover,True
8772,Greedy Independent Cover,Greedy Independent Cover,True
8773,Greedy Independent Cover,Greedy Independent Cover,True
8774,Greedy Independent Cover,Greedy Independent Cover,True
8777,Greedy Independent Cover,Greedy Independent Cover,True
8778,Greedy Independent Cover,Greedy Independent Cover,True
8779,Greedy Independent Cover,Greedy Independent Cover,True
8780,Greedy Independent Cover,Greedy Independent Cover,True
8781,Greedy Independent Cover,Greedy Independent Cover,True
8782,Greedy Independent Cover,Greedy Independent Cover,True
8783,Greedy Independent Cover,Greedy Independent Cover,True
8784,Greedy Independent Cover,Greedy Independent Cover,True
8785,Greedy Independent Cover,Greedy Independent Cover,True
8786,Greedy Independent Cover,Greedy Independent Cover,True
8787,Greedy Independent Cover,Greedy Independent Cover,True
8788,Greedy Independent Cover,Greedy Independent Cover,True
8789,Greedy Independent Cover,Greedy Independent Cover,True
8790,Greedy Independent Cover,Greedy Independent Cover,True
8791,Greedy Independent Cover,Greedy Independent Cover,True
8792,Greedy Independent Cover,Greedy Independent Cover,True
8793,Greedy Independent Cover,Greedy Independent Cover,True
8794,Greedy Independent Cover,Greedy Independent Cover,True
8795,Greedy Independent Cover,Greedy Independent Cover,True
8796,Greedy Independent Cover,Greedy Independent Cover,True
8797,Greedy Independent Cover,Greedy Independent Cover,True
8798,Greedy Independent Cover,Greedy Independent Cover,True
8799,Greedy Independent Cover,Greedy Independent Cover,True
8800,Greedy Independent Cover,Greedy Independent Cover,True
8801,Greedy Independent Cover,Greedy Independent Cover,True
8802,Greedy Independent Cover,Greedy Independent Cover,True
8803,Greedy Independent Cover,Greedy Independent Cover,True
8804,Greedy Independent Cover,Greedy Independent Cover,True
8805,Greedy Independent Cover,Greedy Independent Cover,True
8806,Greedy Independent Cover,Greedy Independent Cover,True
8807,Greedy Independent Cover,Greedy Independent Cover,True
8808,Greedy Independent Cover,Greedy Independent Cover,True
8809,Greedy Independent Cover,Greedy Independent Cover,True
8810,Greedy Independent Cover,Greedy Independent Cover,True
8811,Greedy Independent Cover,Greedy Independent Cover,True
8812,Greedy Independent Cover,Greedy Independent Cover,True
8813,Greedy Independent Cover,Greedy Independent Cover,True
8814,Greedy Independent Cover,Greedy Independent Cover,True
8815,Greedy Independent Cover,Greedy Independent Cover,True
8816,Greedy Independent Cover,Greedy Independent Cover,True
8817,Greedy Independent Cover,Greedy Independent Cover,True
8818,Greedy Independent Cover,Greedy Independent Cover,True
8820,Greedy Independent Cover,Greedy Independent Cover,True
8821,Greedy Independent Cover,Greedy Independent Cover,True
8822,Greedy Independent Cover,Greedy Independent Cover,True
8823,Greedy Independent Cover,Greedy Independent Cover,True
8824,Greedy Independent Cover,Greedy Independent Cover,True
8826,Greedy Independent Cover,Greedy Independent Cover,True
8828,Greedy Independent Cover,Greedy Independent Cover,True
8829,Greedy Independent Cover,Greedy Independent Cover,True
8830,Greedy Independent Cover,Greedy Independent Cover,True
8831,Greedy Independent Cover,Greedy Independent Cover,True
8832,Greedy Independent Cover,Greedy Independent Cover,True
8833,Greedy Independent Cover,Greedy Independent Cover,True
8834,Greedy Independent Cover,Greedy Independent Cover,True
8835,Greedy Independent Cover,Greedy Independent Cover,True
8836,Greedy Independent Cover,Greedy Independent Cover,True
8837,Greedy Independent Cover,Greedy Independent Cover,True
8838,Greedy Independent Cover,Greedy Independent Cover,True
8839,Greedy Independent Cover,Greedy Independent Cover,True
8840,Greedy Independent Cover,Greedy Independent Cover,True
8841,Greedy Independent Cover,Greedy Independent Cover,True
8843,Greedy Independent Cover,Greedy Independent Cover,True
8844,Greedy Independent Cover,Greedy Independent Cover,True
8846,Greedy Independent Cover,Greedy Independent Cover,True
8848,Greedy Independent Cover,Greedy Independent Cover,True
8849,Greedy Independent Cover,Greedy Independent Cover,True
8850,Greedy Independent Cover,Greedy Independent Cover,True
8851,Greedy Independent Cover,Greedy Independent Cover,True
8852,Greedy Independent Cover,Greedy Independent Cover,True
8853,Greedy Independent Cover,Greedy Independent Cover,True
8854,Greedy Independent Cover,Greedy Independent Cover,True
8855,Greedy Independent Cover,Greedy Independent Cover,True
8856,Greedy Independent Cover,Greedy Independent Cover,True
8857,Greedy Independent Cover,Greedy Independent Cover,True
8858,Greedy Independent Cover,Greedy Independent Cover,True
8859,Greedy Independent Cover,Greedy Independent Cover,True
8860,Greedy Independent Cover,Greedy Independent Cover,True
8861,Greedy Independent Cover,Greedy Independent Cover,True
8862,Greedy Independent Cover,Greedy Independent Cover,True
8863,Greedy Independent Cover,Greedy Independent Cover,True
8864,Greedy Independent Cover,Greedy Independent Cover,True
8865,Greedy Independent Cover,Greedy Independent Cover,True
8866,Greedy Independent Cover,Greedy Independent Cover,True
8867,Greedy Independent Cover,Greedy Independent Cover,True
8868,Greedy Independent Cover,Greedy Independent Cover,True
8869,Greedy Independent Cover,Greedy Independent Cover,True
8870,Greedy Independent Cover,Greedy Independent Cover,True
8871,Greedy Independent Cover,Greedy Independent Cover,True
8872,Greedy Independent Cover,Greedy Independent Cover,True
8873,Greedy Independent Cover,Greedy Independent Cover,True
8874,Greedy Independent Cover,Greedy Independent Cover,True
8875,Greedy Independent Cover,Greedy Independent Cover,True
8876,Greedy Independent Cover,Greedy Independent Cover,True
8877,Greedy Independent Cover,Greedy Independent Cover,True
8878,Greedy Independent Cover,Greedy Independent Cover,True
8879,Greedy Independent Cover,Greedy Independent Cover,True
8880,Greedy Independent Cover,Greedy Independent Cover,True
8881,Greedy Independent Cover,Greedy Independent Cover,True
8882,Greedy Independent Cover,Greedy Independent Cover,True
8883,Greedy Independent Cover,Greedy Independent Cover,True
8884,Greedy Independent Cover,Greedy Independent Cover,True
8886,Greedy Independent Cover,Greedy Independent Cover,True
8888,Greedy Independent Cover,Greedy Independent Cover,True
8890,Greedy Independent Cover,Greedy Independent Cover,True
8892,Greedy Independent Cover,Greedy Independent Cover,True
8893,Greedy Independent Cover,Greedy Independent Cover,True
8894,Greedy Independent Cover,Greedy Independent Cover,True
8895,Greedy Independent Cover,Greedy Independent Cover,True
8896,Greedy Independent Cover,Greedy Independent Cover,True
8897,Greedy Independent Cover,Greedy Independent Cover,True
8898,Greedy Independent Cover,Greedy Independent Cover,True
8899,Greedy Independent Cover,Greedy Independent Cover,True
8900,Greedy Independent Cover,Greedy Independent Cover,True
8901,Greedy Independent Cover,Greedy Independent Cover,True
8902,Greedy Independent Cover,Greedy Independent Cover,True
8903,Greedy Independent Cover,Greedy Independent Cover,True
8904,Greedy Independent Cover,Greedy Independent Cover,True
8905,Greedy Independent Cover,Greedy Independent Cover,True
8906,Greedy Independent Cover,Greedy Independent Cover,True
8907,Greedy Independent Cover,Greedy Independent Cover,True
8909,Greedy Independent Cover,Greedy Independent Cover,True
8910,Greedy Independent Cover,Greedy Independent Cover,True
8911,Greedy Independent Cover,Greedy Independent Cover,True
8912,Greedy Independent Cover,Greedy Independent Cover,True
8913,Greedy Independent Cover,Greedy Independent Cover,True
8914,Greedy Independent Cover,Greedy Independent Cover,True
8915,Greedy Independent Cover,Greedy Independent Cover,True
8916,Greedy Independent Cover,Greedy Independent Cover,True
8917,Greedy Independent Cover,Greedy Independent Cover,True
8918,Greedy Independent Cover,Greedy Independent Cover,True
8919,Greedy Independent Cover,Greedy Independent Cover,True
8920,Greedy Independent Cover,Greedy Independent Cover,True
8922,Greedy Independent Cover,Greedy Independent Cover,True
8923,Greedy Independent Cover,Greedy Independent Cover,True
8925,Greedy Independent Cover,Greedy Independent Cover,True
8926,Greedy Independent Cover,Greedy Independent Cover,True
8927,Greedy Independent Cover,Greedy Independent Cover,True
8929,Greedy Independent Cover,Greedy Independent Cover,True
8930,Greedy Independent Cover,Greedy Independent Cover,True
8931,Greedy Independent Cover,Greedy Independent Cover,True
8933,Greedy Independent Cover,Greedy Independent Cover,True
8934,Greedy Independent Cover,Greedy Independent Cover,True
8935,Greedy Independent Cover,Greedy Independent Cover,True
8936,Greedy Independent Cover,Greedy Independent Cover,True
8937,Greedy Independent Cover,Greedy Independent Cover,True
8938,Greedy Independent Cover,Greedy Independent Cover,True
8939,Greedy Independent Cover,Greedy Independent Cover,True
8940,Greedy Independent Cover,Greedy Independent Cover,True
8941,Greedy Independent Cover,Greedy Independent Cover,True
8942,Greedy Independent Cover,Greedy Independent Cover,True
8943,Greedy Independent Cover,Greedy Independent Cover,True
8944,Greedy Independent Cover,Greedy Independent Cover,True
8945,Greedy Independent Cover,Greedy Independent Cover,True
8946,Greedy Independent Cover,Greedy Independent Cover,True
8947,Greedy Independent Cover,Greedy Independent Cover,True
8948,Greedy Independent Cover,Greedy Independent Cover,True
8949,Greedy Independent Cover,Greedy Independent Cover,True
8950,Greedy Independent Cover,Greedy Independent Cover,True
8951,Greedy Independent Cover,Greedy Independent Cover,True
8952,Greedy Independent Cover,Greedy Independent Cover,True
8953,Greedy Independent Cover,Greedy Independent Cover,True
8955,Greedy Independent Cover,Greedy Independent Cover,True
8956,Greedy Independent Cover,Greedy Independent Cover,True
8957,Greedy Independent Cover,Greedy Independent Cover,True
8960,Greedy Independent Cover,Greedy Independent Cover,True
8961,Greedy Independent Cover,Greedy Independent Cover,True
8962,Greedy Independent Cover,Greedy Independent Cover,True
8963,Greedy Independent Cover,Greedy Independent Cover,True
8964,Greedy Independent Cover,Greedy Independent Cover,True
8967,Greedy Independent Cover,Greedy Independent Cover,True
8968,Greedy Independent Cover,Greedy Independent Cover,True
8969,Greedy Independent Cover,Greedy Independent Cover,True
8970,Greedy Independent Cover,Greedy Independent Cover,True
8971,Greedy Independent Cover,Greedy Independent Cover,True
8973,Greedy Independent Cover,Greedy Independent Cover,True
8974,Greedy Independent Cover,Greedy Independent Cover,True
8975,Greedy Independent Cover,Greedy Independent Cover,True
8976,Greedy Independent Cover,Greedy Independent Cover,True
8977,Greedy Independent Cover,Greedy Independent Cover,True
8978,Greedy Independent Cover,Greedy Independent Cover,True
8979,Greedy Independent Cover,Greedy Independent Cover,True
8980,Greedy Independent Cover,Greedy Independent Cover,True
8981,Greedy Independent Cover,Greedy Independent Cover,True
8982,Greedy Independent Cover,Greedy Independent Cover,True
8983,Greedy Independent Cover,Greedy Independent Cover,True
8984,Greedy Independent Cover,Greedy Independent Cover,True
8985,Greedy Independent Cover,Greedy Independent Cover,True
8987,Greedy Independent Cover,Greedy Independent Cover,True
8988,Greedy Independent Cover,Greedy Independent Cover,True
8989,Greedy Independent Cover,Greedy Independent Cover,True
8990,Greedy Independent Cover,Greedy Independent Cover,True
8992,Greedy Independent Cover,Greedy Independent Cover,True
8993,Greedy Independent Cover,Greedy Independent Cover,True
8994,Greedy Independent Cover,Greedy Independent Cover,True
8995,Sorted Listright,Greedy Independent Cover,False
8996,Greedy Independent Cover,Greedy Independent Cover,True
8997,Greedy Independent Cover,Greedy Independent Cover,True
8998,Greedy Independent Cover,Greedy Independent Cover,True
8999,Greedy Independent Cover,Greedy Independent Cover,True
9000,Greedy Independent Cover,Greedy Independent Cover,True
9001,Greedy Independent Cover,Greedy Independent Cover,True
9003,Greedy Independent Cover,Greedy Independent Cover,True
9004,Greedy Independent Cover,Greedy Independent Cover,True
9005,Greedy Independent Cover,Greedy Independent Cover,True
9006,Greedy Independent Cover,Greedy Independent Cover,True
9007,Greedy Independent Cover,Greedy Independent Cover,True
9008,Greedy Independent Cover,Greedy Independent Cover,True
9009,Greedy Independent Cover,Greedy Independent Cover,True
9010,Greedy Independent Cover,Greedy Independent Cover,True
9011,Greedy Independent Cover,Greedy Independent Cover,True
9012,Greedy Independent Cover,Greedy Independent Cover,True
9013,Greedy Independent Cover,Greedy Independent Cover,True
9015,Greedy Independent Cover,Greedy Independent Cover,True
9016,Greedy Independent Cover,Greedy Independent Cover,True
9017,Greedy Independent Cover,Greedy Independent Cover,True
9019,Greedy Independent Cover,Greedy Independent Cover,True
9020,Greedy Independent Cover,Greedy Independent Cover,True
9021,Greedy Independent Cover,Greedy Independent Cover,True
9022,Greedy Independent Cover,Greedy Independent Cover,True
9023,Greedy Independent Cover,Greedy Independent Cover,True
9024,Greedy Independent Cover,Greedy Independent Cover,True
9025,Greedy Independent Cover,Greedy Independent Cover,True
9026,Greedy Independent Cover,Greedy Independent Cover,True
9027,Greedy Independent Cover,Greedy Independent Cover,True
9028,Greedy Independent Cover,Greedy Independent Cover,True
9029,Greedy Independent Cover,Greedy Independent Cover,True
9030,Greedy Independent Cover,Greedy Independent Cover,True
9031,Greedy Independent Cover,Greedy Independent Cover,True
9032,Greedy Independent Cover,Greedy Independent Cover,True
9033,Greedy Independent Cover,Greedy Independent Cover,True
9034,Greedy Independent Cover,Greedy Independent Cover,True
9035,Greedy Independent Cover,Greedy Independent Cover,True
9036,Greedy Independent Cover,Greedy Independent Cover,True
9037,Greedy Independent Cover,Greedy Independent Cover,True
9038,Greedy Independent Cover,Greedy Independent Cover,True
9039,Greedy Independent Cover,Greedy Independent Cover,True
9040,Greedy Independent Cover,Greedy Independent Cover,True
9041,Greedy Independent Cover,Greedy Independent Cover,True
9042,Greedy Independent Cover,Greedy Independent Cover,True
9043,Greedy Independent Cover,Greedy Independent Cover,True
9044,Greedy Independent Cover,Greedy Independent Cover,True
9045,Greedy Independent Cover,Greedy Independent Cover,True
9046,Greedy Independent Cover,Greedy Independent Cover,True
9047,Greedy Independent Cover,Greedy Independent Cover,True
9048,Greedy Independent Cover,Greedy Independent Cover,True
9049,Greedy Independent Cover,Greedy Independent Cover,True
9050,Greedy Independent Cover,Greedy Independent Cover,True
9051,Greedy Independent Cover,Greedy Independent Cover,True
9053,Greedy Independent Cover,Greedy Independent Cover,True
9054,Greedy Independent Cover,Greedy Independent Cover,True
9055,Greedy Independent Cover,Greedy Independent Cover,True
9056,Greedy Independent Cover,Greedy Independent Cover,True
9057,Greedy Independent Cover,Greedy Independent Cover,True
9058,Greedy Independent Cover,Greedy Independent Cover,True
9059,Greedy Independent Cover,Greedy Independent Cover,True
9060,Greedy Independent Cover,Greedy Independent Cover,True
9061,Greedy Independent Cover,Greedy Independent Cover,True
9062,Greedy Independent Cover,Greedy Independent Cover,True
9063,Greedy Independent Cover,Greedy Independent Cover,True
9064,Greedy Independent Cover,Greedy Independent Cover,True
9065,Greedy Independent Cover,Greedy Independent Cover,True
9066,Greedy Independent Cover,Greedy Independent Cover,True
9067,Greedy Independent Cover,Greedy Independent Cover,True
9070,Greedy Independent Cover,Greedy Independent Cover,True
9071,Greedy Independent Cover,Greedy Independent Cover,True
9072,Greedy Independent Cover,Greedy Independent Cover,True
9073,Greedy Independent Cover,Greedy Independent Cover,True
9074,Greedy Independent Cover,Greedy Independent Cover,True
9075,Greedy Independent Cover,Greedy Independent Cover,True
9076,Greedy Independent Cover,Greedy Independent Cover,True
9078,Greedy Independent Cover,Greedy Independent Cover,True
9079,Greedy Independent Cover,Greedy Independent Cover,True
9080,Greedy Independent Cover,Greedy Independent Cover,True
9081,Greedy Independent Cover,Greedy Independent Cover,True
9082,Greedy Independent Cover,Greedy Independent Cover,True
9083,Greedy Independent Cover,Greedy Independent Cover,True
9084,Greedy Independent Cover,Greedy Independent Cover,True
9085,Greedy Independent Cover,Greedy Independent Cover,True
9086,Greedy Independent Cover,Greedy Independent Cover,True
9087,Greedy Independent Cover,Greedy Independent Cover,True
9088,Greedy Independent Cover,Greedy Independent Cover,True
9089,Greedy Independent Cover,Greedy Independent Cover,True
9090,Greedy Independent Cover,Greedy Independent Cover,True
9091,Greedy Independent Cover,Greedy Independent Cover,True
9092,Greedy Independent Cover,Greedy Independent Cover,True
9093,Greedy Independent Cover,Greedy Independent Cover,True
9094,Greedy Independent Cover,Greedy Independent Cover,True
9095,Greedy Independent Cover,Greedy Independent Cover,True
9096,Greedy Independent Cover,Greedy Independent Cover,True
9097,Greedy Independent Cover,Greedy Independent Cover,True
9098,Greedy Independent Cover,Greedy Independent Cover,True
9099,Greedy Independent Cover,Greedy Independent Cover,True
9100,Greedy Independent Cover,Greedy Independent Cover,True
9102,Greedy Independent Cover,Greedy Independent Cover,True
9103,Greedy Independent Cover,Greedy Independent Cover,True
9104,Greedy Independent Cover,Greedy Independent Cover,True
9105,Greedy Independent Cover,Greedy Independent Cover,True
9107,Greedy Independent Cover,Greedy Independent Cover,True
9108,Greedy Independent Cover,Greedy Independent Cover,True
9109,Greedy Independent Cover,Greedy Independent Cover,True
9110,Greedy Independent Cover,Greedy Independent Cover,True
9111,Greedy Independent Cover,Greedy Independent Cover,True
9112,Greedy Independent Cover,Greedy Independent Cover,True
9113,Greedy Independent Cover,Greedy Independent Cover,True
9114,Greedy Independent Cover,Greedy Independent Cover,True
9115,Greedy Independent Cover,Greedy Independent Cover,True
9116,Greedy Independent Cover,Greedy Independent Cover,True
9117,Greedy Independent Cover,Greedy Independent Cover,True
9118,Greedy Independent Cover,Greedy Independent Cover,True
9119,Greedy Independent Cover,Greedy Independent Cover,True
9120,Greedy Independent Cover,Greedy Independent Cover,True
9121,Greedy Independent Cover,Greedy Independent Cover,True
9122,Greedy Independent Cover,Greedy Independent Cover,True
9123,Greedy Independent Cover,Greedy Independent Cover,True
9125,Greedy Independent Cover,Greedy Independent Cover,True
9126,Greedy Independent Cover,Greedy Independent Cover,True
9127,Greedy Independent Cover,Greedy Independent Cover,True
9128,Greedy Independent Cover,Greedy Independent Cover,True
9129,Greedy Independent Cover,Greedy Independent Cover,True
9130,Greedy Independent Cover,Greedy Independent Cover,True
9131,Greedy Independent Cover,Greedy Independent Cover,True
9132,Greedy Independent Cover,Greedy Independent Cover,True
9133,Greedy Independent Cover,Greedy Independent Cover,True
9134,Greedy Independent Cover,Greedy Independent Cover,True
9135,Greedy Independent Cover,Greedy Independent Cover,True
9136,Sorted Listright,Greedy Independent Cover,False
9137,Greedy Independent Cover,Greedy Independent Cover,True
9138,Greedy Independent Cover,Greedy Independent Cover,True
9139,Greedy Independent Cover,Greedy Independent Cover,True
9140,Greedy Independent Cover,Greedy Independent Cover,True
9141,Greedy Independent Cover,Greedy Independent Cover,True
9142,Greedy Independent Cover,Greedy Independent Cover,True
9143,Greedy Independent Cover,Greedy Independent Cover,True
9144,Greedy Independent Cover,Greedy Independent Cover,True
9146,Greedy Independent Cover,Greedy Independent Cover,True
9147,Greedy Independent Cover,Greedy Independent Cover,True
9148,Greedy Independent Cover,Greedy Independent Cover,True
9149,Greedy Independent Cover,Greedy Independent Cover,True
9150,Greedy Independent Cover,Greedy Independent Cover,True
9151,Greedy Independent Cover,Greedy Independent Cover,True
9153,Greedy Independent Cover,Greedy Independent Cover,True
9154,Greedy Independent Cover,Greedy Independent Cover,True
9155,Greedy Independent Cover,Greedy Independent Cover,True
9156,Greedy Independent Cover,Greedy Independent Cover,True
9157,Greedy Independent Cover,Greedy Independent Cover,True
9159,Greedy Independent Cover,Greedy Independent Cover,True
9160,Greedy Independent Cover,Greedy Independent Cover,True
9163,Greedy Independent Cover,Greedy Independent Cover,True
9164,Greedy Independent Cover,Greedy Independent Cover,True
9165,Greedy Independent Cover,Greedy Independent Cover,True
9166,Greedy Independent Cover,Greedy Independent Cover,True
9167,Greedy Independent Cover,Greedy Independent Cover,True
9169,Greedy Independent Cover,Greedy Independent Cover,True
9171,Greedy Independent Cover,Greedy Independent Cover,True
9172,Greedy Independent Cover,Greedy Independent Cover,True
9173,Sorted Listright,Greedy Independent Cover,False
9175,Sorted Listright,Greedy Independent Cover,False
9176,Greedy Independent Cover,Greedy Independent Cover,True
9177,Greedy Independent Cover,Greedy Independent Cover,True
9178,Greedy Independent Cover,Greedy Independent Cover,True
9179,Greedy Independent Cover,Greedy Independent Cover,True
9180,Greedy Independent Cover,Greedy Independent Cover,True
9181,Greedy Independent Cover,Greedy Independent Cover,True
9182,Greedy Independent Cover,Greedy Independent Cover,True
9183,Greedy Independent Cover,Greedy Independent Cover,True
9184,Greedy Independent Cover,Greedy Independent Cover,True
9185,Greedy Independent Cover,Greedy Independent Cover,True
9186,Greedy Independent Cover,Greedy Independent Cover,True
9187,Greedy Independent Cover,Greedy Independent Cover,True
9188,Greedy Independent Cover,Greedy Independent Cover,True
9189,Greedy Independent Cover,Greedy Independent Cover,True
9190,Greedy Independent Cover,Greedy Independent Cover,True
9191,Greedy Independent Cover,Greedy Independent Cover,True
9192,Greedy Independent Cover,Greedy Independent Cover,True
9193,Greedy Independent Cover,Greedy Independent Cover,True
9194,Greedy Independent Cover,Greedy Independent Cover,True
9195,Greedy Independent Cover,Greedy Independent Cover,True
9196,Greedy Independent Cover,Greedy Independent Cover,True
9198,Greedy Independent Cover,Greedy Independent Cover,True
9199,Greedy Independent Cover,Greedy Independent Cover,True
9200,Greedy Independent Cover,Greedy Independent Cover,True
9201,Greedy Independent Cover,Greedy Independent Cover,True
9202,Greedy Independent Cover,Greedy Independent Cover,True
9203,Greedy Independent Cover,Greedy Independent Cover,True
9205,Greedy Independent Cover,Greedy Independent Cover,True
9206,Greedy Independent Cover,Greedy Independent Cover,True
9207,Greedy Independent Cover,Greedy Independent Cover,True
9208,Greedy Independent Cover,Greedy Independent Cover,True
9209,Greedy Independent Cover,Greedy Independent Cover,True
9210,Greedy Independent Cover,Greedy Independent Cover,True
9211,Greedy Independent Cover,Greedy Independent Cover,True
9212,Greedy Independent Cover,Greedy Independent Cover,True
9213,Greedy Independent Cover,Greedy Independent Cover,True
9214,Greedy Independent Cover,Greedy Independent Cover,True
9215,Greedy Independent Cover,Greedy Independent Cover,True
9216,Greedy Independent Cover,Greedy Independent Cover,True
9217,Greedy Independent Cover,Greedy Independent Cover,True
9219,Greedy Independent Cover,Greedy Independent Cover,True
9220,Greedy Independent Cover,Greedy Independent Cover,True
9221,Greedy Independent Cover,Greedy Independent Cover,True
9222,Greedy Independent Cover,Greedy Independent Cover,True
9223,Sorted Listright,Greedy Independent Cover,False
9224,Greedy Independent Cover,Greedy Independent Cover,True
9225,Greedy Independent Cover,Greedy Independent Cover,True
9226,Greedy Independent Cover,Greedy Independent Cover,True
9228,Greedy Independent Cover,Greedy Independent Cover,True
9229,Greedy Independent Cover,Greedy Independent Cover,True
9230,Greedy Independent Cover,Greedy Independent Cover,True
9231,Greedy Independent Cover,Greedy Independent Cover,True
9232,Greedy Independent Cover,Greedy Independent Cover,True
9233,Greedy Independent Cover,Greedy Independent Cover,True
9234,Greedy Independent Cover,Greedy Independent Cover,True
9235,Greedy Independent Cover,Greedy Independent Cover,True
9236,Greedy Independent Cover,Greedy Independent Cover,True
9237,Greedy Independent Cover,Greedy Independent Cover,True
9239,Greedy Independent Cover,Greedy Independent Cover,True
9240,Greedy Independent Cover,Greedy Independent Cover,True
9241,Greedy Independent Cover,Greedy Independent Cover,True
9242,Greedy Independent Cover,Greedy Independent Cover,True
9243,Greedy Independent Cover,Greedy Independent Cover,True
9244,Greedy Independent Cover,Greedy Independent Cover,True
9245,Greedy Independent Cover,Greedy Independent Cover,True
9246,Greedy Independent Cover,Greedy Independent Cover,True
9247,Greedy Independent Cover,Greedy Independent Cover,True
9248,Greedy Independent Cover,Greedy Independent Cover,True
9249,Greedy Independent Cover,Greedy Independent Cover,True
9250,Greedy Independent Cover,Greedy Independent Cover,True
9251,Greedy Independent Cover,Greedy Independent Cover,True
9253,Greedy Independent Cover,Greedy Independent Cover,True
9254,Greedy Independent Cover,Greedy Independent Cover,True
9255,Greedy Independent Cover,Greedy Independent Cover,True
9256,Greedy Independent Cover,Greedy Independent Cover,True
9257,Greedy Independent Cover,Greedy Independent Cover,True
9258,Greedy Independent Cover,Greedy Independent Cover,True
9259,Greedy Independent Cover,Greedy Independent Cover,True
9260,Greedy Independent Cover,Greedy Independent Cover,True
9261,Greedy Independent Cover,Greedy Independent Cover,True
9262,Greedy Independent Cover,Greedy Independent Cover,True
9263,Greedy Independent Cover,Greedy Independent Cover,True
9264,Greedy Independent Cover,Greedy Independent Cover,True
9265,Greedy Independent Cover,Greedy Independent Cover,True
9266,Greedy Independent Cover,Greedy Independent Cover,True
9267,Greedy Independent Cover,Greedy Independent Cover,True
9268,Greedy Independent Cover,Greedy Independent Cover,True
9269,Greedy Independent Cover,Greedy Independent Cover,True
9270,Greedy Independent Cover,Greedy Independent Cover,True
9271,Greedy Independent Cover,Greedy Independent Cover,True
9273,Greedy Independent Cover,Greedy Independent Cover,True
9274,Greedy Independent Cover,Greedy Independent Cover,True
9275,Greedy Independent Cover,Greedy Independent Cover,True
9276,Greedy Independent Cover,Greedy Independent Cover,True
9277,Greedy Independent Cover,Greedy Independent Cover,True
9278,Greedy Independent Cover,Greedy Independent Cover,True
9279,Greedy Independent Cover,Greedy Independent Cover,True
9280,Greedy Independent Cover,Greedy Independent Cover,True
9281,Greedy Independent Cover,Greedy Independent Cover,True
9282,Greedy Independent Cover,Greedy Independent Cover,True
9284,Greedy Independent Cover,Greedy Independent Cover,True
9285,Greedy Independent Cover,Greedy Independent Cover,True
9286,Greedy Independent Cover,Greedy Independent Cover,True
9287,Greedy Independent Cover,Greedy Independent Cover,True
9288,Greedy Independent Cover,Greedy Independent Cover,True
9289,Greedy Independent Cover,Greedy Independent Cover,True
9290,Greedy Independent Cover,Greedy Independent Cover,True
9291,Greedy Independent Cover,Greedy Independent Cover,True
9292,Greedy Independent Cover,Greedy Independent Cover,True
9293,Greedy Independent Cover,Greedy Independent Cover,True
9294,Greedy Independent Cover,Greedy Independent Cover,True
9295,Greedy Independent Cover,Greedy Independent Cover,True
9296,Greedy Independent Cover,Greedy Independent Cover,True
9297,Greedy Independent Cover,Greedy Independent Cover,True
9299,Greedy Independent Cover,Greedy Independent Cover,True
9300,Greedy Independent Cover,Greedy Independent Cover,True
9301,Greedy Independent Cover,Greedy Independent Cover,True
9303,Greedy Independent Cover,Greedy Independent Cover,True
9304,Greedy Independent Cover,Greedy Independent Cover,True
9305,Greedy Independent Cover,Greedy Independent Cover,True
9306,Greedy Independent Cover,Greedy Independent Cover,True
9307,Greedy Independent Cover,Greedy Independent Cover,True
9308,Greedy Independent Cover,Greedy Independent Cover,True
